id,reviewerName,hotelId,overallScore,reviewText,cleanlinessScore,comfortScore,serviceScore,foodScore,locationScore
3248,Mahriko A. ,1000000000000,6.3,The display on the photo is not 1 inn but 2 lodgings that are close together. The location of the small inn may be because the rooms downstairs are full so you have to go up the stairs especially with lots of luggage plus a small child. The service is qui,6.0,6.3,6.3,6.3,6.3
3512,Bernardino V. ,1000000000000,6.3,Towels were old and had holes in them. Breakfast buffet was always empty by 9am,8.0,6.3,6.3,6.3,6.3
3659,Roberto T. ,1000000000000,6.3,I came to one of the rooms to be upgraded to premium but it turns out the bathroom is open km 2127 if rain water leaks into the room. Please ask for a towel first. The air conditioner leaked at night. good news becomes bed newt.,6.0,6.3,6.3,6.3,6.3
4404,Yacinta M. E. ,1000000000000,6.3,"The room has weird wall color. It's green, with somehow uncozy ambiance for me. Luckily, the front office understand and change the room for us. The meals also don't meet our expectation.",6.0,6.3,6.3,6.3,6.3
4419,Richard T. ,1000000000000,6.3,"Remote AC not work, so we lost few hours...for waiting the Remote AC work properly.",6.0,6.3,6.3,6.3,6.3
4670,Iman H. R. ,1000000000000,6.3,"Service is not satisfactory, service is not good.",6.0,6.3,6.3,6.3,6.3
4854,Joko W. S. ,1000000000000,6.3,"The picture is not all the same as in the media, rooms without a view, there are no places, all areas no smoking.",6.0,6.3,6.3,6.3,6.3
4866,Hery N. ,1000000000000,6.3,"Actually it is not a problem of the position of the room under the ground, but the central air conditioning is off all makes the hotel very hot and stuffy.",8.0,6.3,6.3,6.3,6.3
4902,Dini D. ,1000000000000,6.3,"The staff are helpful and the food is good, only the room was unexpectedly turned out to be a basement, a little stuffy and not fresh.",6.0,6.3,6.3,6.3,6.3
1748,Cipto R. ,1000000000000,6.8,Sorry Hotel horizon no place ngegym and pool.,8.0,6.8,6.8,6.8,6.8
1794,Dian M. A. ,1000000000000,6.8,"When I asked for a second day the room was cleaned but the sheets were still dirty (still no trace of brown). due to extremely hot weather conditions beyond the rooms and in the rooms so hot as well. AC should feel less cold, had to wait a bit longer for ",6.0,6.8,6.8,6.8,6.8
2149,I M. A. S. ,1000000000000,6.8,"When we were coming to the hotel, the access road is closed due to local ceremony (?). Very difficult to go there. There was no enough information.",8.0,6.8,6.8,6.8,6.8
3215,Firza A. W. ,1000000000000,6.8,The sheet is wet and the room smells weird. The room is big enough.,8.0,6.8,6.8,6.8,6.8
3864,Herman T. ,1000000000000,6.8,Cleanliness quite the elevator was never cleaned up the dusty enough comfort eating regular service let aja,6.0,6.8,6.8,6.8,6.8
4221,Yangseng Y. ,1000000000000,6.8,"Average, in front of Kuta beach, cleanliness is ok, meal average",8.0,6.8,6.8,6.8,6.8
3853,Sony F. ,1000000000000,7.3,Very comfortable for who want to relax. No very busy.,10.0,7.3,7.3,7.3,7.3
4293,Alin C. ,1000000000000,7.3,"Okey, but the swimming pool not really big like in the picture..",8.0,7.3,7.3,7.3,7.3
362,Nenny N. ,1000000000000,7.8,Service is very good but breakfast menu not variatif,10.0,7.8,7.8,7.8,7.8
481,Grace M. ,1000000000000,8.1,"Usually breakfast at the Harris hotel is right for me and there are many choices, but how come it tastes less tasteful.",6.0,8.1,8.1,8.1,8.1
2592,Musdalifah A. ,1000000000000,8.1,"Quite cheap, clean, and comfortable.",6.0,8.1,8.1,8.1,8.1
3541,Victor I. P. ,1000000000000,8.1,Need more maintenance on the hotel,6.0,8.1,8.1,8.1,8.1
2864,Karina K. ,1000000000000,8.6,"No staining bed linen, toiletries only by request, breakfast very bad and the rooms are not soundproof. Good and fast service",6.0,8.6,8.6,8.6,8.6
3769,Anton H. P. ,1000000000000,8.6,I order room service noodle noodle but nothing was great.,8.0,8.6,8.6,8.6,8.6
4283,Yohana A. ,1000000000000,8.6,"The location is really great, in front of Kuta beach, near the shops amd cafes and restaurants.l, but it's not noisy. Overall, it's a good stay. The only problem is probably about the food. The breakfast isn't that tasty and the service from the waiters i",8.0,8.6,8.6,8.6,8.6
4342,Novi E. ,1000000000000,8.6,"Comfort hotel, but need think twice for parking. Better didn't bring your own car",8.0,8.6,8.6,8.6,8.6
4403,Eliza I. ,1000000000000,8.6,Good enough...strategic location.... ,8.0,8.6,8.6,8.6,8.6
4725,Ajeng S. C. ,1000000000000,8.6,"I had a great stay, I wanted to eat live on the road, to the beach just to cross. Unfortunately the old check-in process only got a room even though it brought 2 babies and ordered a king room but the 2 twin beds were put together so it didn&#39;t sleep w",8.0,8.6,8.6,8.6,8.6
14,Luh P. R. P. D. ,1000000000000,9.1,"The hotel has a beautiful view from the balcony and there is a connecting door, perfect for a busy stay. For breakfast the menu is also diverse, friendly employees keep the swimming pool there are two and clean all.",10.0,9.1,9.1,9.1,9.1
22,I W. W. D. ,1000000000000,9.1,"Hotel and villa very nice and comfortable, officers rama2",8.0,9.1,9.1,9.1,9.1
42,Berliana B. ,1000000000000,9.1,Fun especially service ministry,8.0,9.1,9.1,9.1,9.1
80,Nur S. ,1000000000000,9.1,"Antique villas, close to Jimbaran beach. There is a swimming pool. Fun for family vacations.",8.0,9.1,9.1,9.1,9.1
184,V E. K. ,1000000000000,9.1,"Hotel and room clean, the morning breakfast passable. The reception was friendly and fun. Close to bus stops turtles.",10.0,9.1,9.1,9.1,9.1
252,Yudista Y. ,1000000000000,9.1,The location is great nearby diana pura beach. Easy to access and locate. Room is clean the rate is also worth it. I did not book room with breakfast because I prefer to have local foods nearby in the morning. Staff is great and helpful. Nice place to sta,10.0,9.1,9.1,9.1,9.1
294,Evelyn S. R. ,1000000000000,9.1,Clean hotel & satisfying food at breakfast,10.0,9.1,9.1,9.1,9.1
317,Yenny Y. ,1000000000000,9.1,"Clean, nice, breakfast is good and varied. Mattress is a bit soft, not good for spine. Overall, superb. Value for money, friendly helpful staffs, nearby amenity shops, and walking distance to the beach.",8.0,9.1,9.1,9.1,9.1
322,Michelle L. H. S. ,1000000000000,9.1,"Pleasant stay, clean, overall it's great place!",10.0,9.1,9.1,9.1,9.1
328,Stephanie H. W. ,1000000000000,9.1,Me and my family had a great time in Harris Hotel. Service is excellent and the location is strategic. The only thing that disappoint me was the WiFi connection which is very slow but overall I have a pleasant experience with Harris.,8.0,9.1,9.1,9.1,9.1
354,Daniel K. K. ,1000000000000,9.1,"good place to stay in seminyak, just a few minutes walk away from many shops in seminyak, cheap price with good quality",8.0,9.1,9.1,9.1,9.1
356,Elisabeth G. P. ,1000000000000,9.1,Beach far for hotel and poor transport,10.0,9.1,9.1,9.1,9.1
374,Erwin K. ,1000000000000,9.1,"Great environment, good distance to Seminyak",10.0,9.1,9.1,9.1,9.1
377,Herunimus H. ,1000000000000,9.1,Over all oke .. Location that's to bad,10.0,9.1,9.1,9.1,9.1
386,Veronica S. ,1000000000000,9.1,We stayed in Harris Unique Room. The room was spacious and we got a pool access room. Breakfast had a lot of choices.,8.0,9.1,9.1,9.1,9.1
406,Antoinette A. ,1000000000000,9.1,"Good value Definitely will come back, later",10.0,9.1,9.1,9.1,9.1
523,Ciendy C. ,1000000000000,9.1,"Always happy stay here, for the umpteenth time stay at this hotel if you visit seminyak, friendly and helpful staff, good breakfast. There are drop of facilities to Seminyak Beach and Seminyak Village.",8.0,9.1,9.1,9.1,9.1
549,Vivian V. ,1000000000000,9.1,"Okay for lodging and breakfast, the price is right in the bag.",8.0,9.1,9.1,9.1,9.1
605,Indra M. ,1000000000000,9.1,"Good quality at affordable prices, let alone close to Seminyak beach. It&#39;s not in the holiday anyway. The rooms with pool access are very pleasant. Keep it up",8.0,9.1,9.1,9.1,9.1
636,Laura D. ,1000000000000,9.1,Very nice. Quite close to a double six beach.,10.0,9.1,9.1,9.1,9.1
646,Reza M. ,1000000000000,9.1,Clean rooms and friendly service. Satisfying,10.0,9.1,9.1,9.1,9.1
736,Maria U. ,1000000000000,9.1,"The rooms, service, food all good. Just want to check-in time of just waiting for his little old, a bit far to the beach fortunately no shuttle facilities. another one was already broken shower knob should replace. Next time would stay at the hotel again ",10.0,9.1,9.1,9.1,9.1
760,Mahardyastika A. ,1000000000000,9.1,"Everything is fun .. Except, access to the hotel is a bit difficult, because access near courtyard was close. ",10.0,9.1,9.1,9.1,9.1
880,Revi M. V. ,1000000000000,9.1,"The roomâ€™s pretty spacious eventhough the price was very affordable. Cleanliness: great! The bathroom was also nice. The service was just okay. The location of this hotelâ€™s good too, itâ€™s accessible yet reachable. Located not too far from Garuda Wis",8.0,9.1,9.1,9.1,9.1
944,Ika N. ,1000000000000,9.1,"The room, cleanliness, receptions, service are great. There was no enough parking lot tho",10.0,9.1,9.1,9.1,9.1
963,Puput I. S. ,1000000000000,9.1,Good place to stay. Location also perfect. Unfortunately they don't have adult swimming pool. But overall good,10.0,9.1,9.1,9.1,9.1
1008,Merlin M. ,1000000000000,9.1,"Check in process took a long time but we got an upgrade to junior suite room. Good location, not far from kuta and near many beautiful southern beaches. The minor thing about this hotel is that it doesn't have its own parking space. Have to park our car i",10.0,9.1,9.1,9.1,9.1
1017,Jakkapatt T. ,1000000000000,9.1,"Perfect area. The Sea Food restaurant is just 10 minutes away by walking. From the hotel.. Front to the street.. Make a left.. Walk towards 300meters, turn left in a small Simpang (road) and walk a few minutes, the market is on the right. you pick the fre",8.0,9.1,9.1,9.1,9.1
1038,Wimardy L. W. ,1000000000000,9.1,"Great stay for great value of money. The hotel is clean, the check in and check out went smoothly",8.0,9.1,9.1,9.1,9.1
1115,Rosalina R. ,1000000000000,9.1,"The room is comfortable, the location of the hotel is on the side of the road, the service of the staff is great, except for the car park which needs an addition.",8.0,9.1,9.1,9.1,9.1
1149,Yap Y. W. ,1000000000000,9.1,"Accommodation is the same as photos, service is very friendly, many kinds of delicious food are only very small swimming pools for children only.",8.0,9.1,9.1,9.1,9.1
1173,Moh Z. A. ,1000000000000,9.1,"Very satisfied, the hotel was very helpful to my needs. When I needed to stay over the hotel it was very helpful I happened to bring a child under five. And when we are having breakfast we need hot water to make milk for the little one. Thank God, I got a",8.0,9.1,9.1,9.1,9.1
1190,Moch A. ,1000000000000,9.1,"Pretty good for transit, good food, just enter the channel (strainer) the bathroom is not smooth so that every shower always floods water everywhere (room 619) kettle water heater arrived. Recommended overall.",10.0,9.1,9.1,9.1,9.1
1295,Liana F. ,1000000000000,9.1,"Clean hotel room satisfactory, unfortunately less parking space and no sports facilities, so far good.",10.0,9.1,9.1,9.1,9.1
1355,Irene A. P. ,1000000000000,9.1,"The hotel is comfortable, the breakfast is varied, it&#39;s just less cold air-conditioned rooms and less extensive parking.",10.0,9.1,9.1,9.1,9.1
1362,Marissa P. ,1000000000000,9.1,"Okay the place, the breakfast is delicious.",10.0,9.1,9.1,9.1,9.1
1427,Shinta S. ,1000000000000,9.1,Good clean hotel close to the airport and plenty of places to eat.,10.0,9.1,9.1,9.1,9.1
1480,Ganjar T. N. ,1000000000000,9.1,"Very good service although the first room can be less cold but by the team horison directly asked to move rooms, overall ok",10.0,9.1,9.1,9.1,9.1
1507,Aswin P. W. ,1000000000000,9.1,The friendly hotel staff and good service make us feel at home there.,8.0,9.1,9.1,9.1,9.1
1512,Ardianto A. ,1000000000000,9.1,"The hotel is clean and comfortable, the beds are large, the lights in the hallways are less bright",10.0,9.1,9.1,9.1,9.1
1524,Karjono K. ,1000000000000,9.1,"The hotel is nice and clean, but alas the pool is less than suitable",8.0,9.1,9.1,9.1,9.1
1525,Elizabeth O. S. ,1000000000000,9.1,"The pool is really small, it keeps ugetnya tp room problems and the service is okay.",8.0,9.1,9.1,9.1,9.1
1541,Adiwidjanarko A. ,1000000000000,9.1,"The staff is friendly, the rooms are clean, the bathroom is ok.",10.0,9.1,9.1,9.1,9.1
1542,Ahyani M. ,1000000000000,9.1,"Strategic location, friendly and pleasant staff, rooms are adequate but bathroom facilities are minimal without soap and liquid shampoo, towels are old until the colors change so we hesitate to use it, water is not tight, breakfast is less varied as there",8.0,9.1,9.1,9.1,9.1
1570,M B. S. ,1000000000000,9.1,"very pleasant relaxed atmosphere, friendly clerk ..",10.0,9.1,9.1,9.1,9.1
1698,Ristya P. K. ,1000000000000,9.1,Good hotel near pantay jimbaran walking distance about 10min,10.0,9.1,9.1,9.1,9.1
1764,Pauline L. ,1000000000000,9.1,Hotel near the airport. Prices are decent. Very clean and breakfast buffet. Steady.,10.0,9.1,9.1,9.1,9.1
1823,Henry R. ,1000000000000,9.1,"The hotel&#39;s location close to the mini market, ATM, but a bit far from the beach Jimbaran, friendly service and breakfast varied and tasty menu.",8.0,9.1,9.1,9.1,9.1
1839,Mega F. N. I. ,1000000000000,9.1,"Good price, clean, the room was comfortable. But they don't have the real swimming pool.",10.0,9.1,9.1,9.1,9.1
1951,Heryanto H. ,1000000000000,9.1,A small hotel with homey surrounding. Skip to the pros and cons. + Great service from the staffs + Good swimming pool for kids + Hidden location that will keep you private + Breakfast at the edge of the beach + Spacious family room. - The beaces not suita,10.0,9.1,9.1,9.1,9.1
2135,Syafitri M. ,1000000000000,9.1,This hotel is great. But a woman at the front office is not friendly and not helpful.,8.0,9.1,9.1,9.1,9.1
2325,Indah I. ,1000000000000,9.1,"The service is pretty good, just before my room was hot, and I asked for a room to change to a cooler air conditioner, and for the breakfast menu, if it could be changed every day so that the one staying there wasn&#39;t too bored, overall the place was c",10.0,9.1,9.1,9.1,9.1
2437,Tranggis C. ,1000000000000,9.1,"2 days here is comfortable, clean, good service ... where to eat a lot. everywhere near",10.0,9.1,9.1,9.1,9.1
2512,Leony B. ,1000000000000,9.1,"Actually quite comfortable, but the air conditioner is old so long cooled, the toilet shower leaked so it pooled a little behind the toilet, the shower barrier is lacking so that the toilet floor is wet. others are okay especially the hot water is very go",8.0,9.1,9.1,9.1,9.1
2522,Danan A. ,1000000000000,9.1,"Recommended, very pleasant. The staff are friendly and responsive. Very understand us, book 2 rooms with a connecting door. Going to Bali will stay at Euphoria again greetings from rooms 125-126.",8.0,9.1,9.1,9.1,9.1
2530,Herlina B. M. ,1000000000000,9.1,"My room was superior but upgraded to deluxe, great, thanks Euphoria.",10.0,9.1,9.1,9.1,9.1
2537,Thomas A. ,1000000000000,9.1,"Strategic place, comfortable, good service, there is a gym and indoor pool.",8.0,9.1,9.1,9.1,9.1
2672,Abdul M. ,1000000000000,9.1,Good and pleasant service,8.0,9.1,9.1,9.1,9.1
2698,Benny D. A. ,1000000000000,9.1,Prices of five-star flavors,10.0,9.1,9.1,9.1,9.1
2772,Dwi P. ,1000000000000,9.1,"Very fast, location and service when checked in",10.0,9.1,9.1,9.1,9.1
2853,Hendra L. ,1000000000000,9.1,Clean and close to cheap eating places.,10.0,9.1,9.1,9.1,9.1
2894,Anang D. M. A. ,1000000000000,9.1,"Hotel is cheap, clean and comfortable shortage only a narrow parking space",10.0,9.1,9.1,9.1,9.1
2961,Eddy G. ,1000000000000,9.1,"The rooms are spacious, nice and clean. Friendly service. Disadvantages: the car park is not extensive and breakfastnya unsatisfactory.",10.0,9.1,9.1,9.1,9.1
3106,Aryo G. ,1000000000000,9.1,Very comfort bed. Great...,8.0,9.1,9.1,9.1,9.1
3332,Rekha A. ,1000000000000,9.1,Karyawanya friendly once. Cleanliness is also nice,10.0,9.1,9.1,9.1,9.1
3336,Brahmanta P. ,1000000000000,9.1,"Minus: The first time to search for it rather difficult, help given info or signpost to check-in. As it turns out check-in its first entry into the supermarket and say if you want to check in, to the front area of â€‹â€‹the hotel was very crowded that aft",10.0,9.1,9.1,9.1,9.1
3354,Christine T. ,1000000000000,9.1,"Kecill his hotel, I think it&#39;s just what the 6 8 rooms. Anyway, good for just sleep, but clean anyway. Breakfastnya standard ba just choose some macem no pancakes, omelets, telor2an so. enak2 just too haha. Friendly Staff2nya all, trusss cool fitting ",8.0,9.1,9.1,9.1,9.1
3554,Ivana C. ,1000000000000,9.1,So comfortable. Enjoy stayed here,10.0,9.1,9.1,9.1,9.1
3723,Feryadi F. ,1000000000000,9.1,"Good hotel, but for 4-star is still standard.",8.0,9.1,9.1,9.1,9.1
3770,Andi E. S. ,1000000000000,9.1,"Good for honeymooners, large swimming pool",8.0,9.1,9.1,9.1,9.1
3804,Stefi B. S. ,1000000000000,9.1,"Comfortable, clean hotel, close to belig rock beach, unfortunately the breakfast menu is less varied.",10.0,9.1,9.1,9.1,9.1
3941,Victor V. ,1000000000000,9.1,"I like it here, It's cheaper than most hotels along the kuta beach. I only ate eggs for breakfast so I can't really tell how good the foods are here but the staff is really friendly and helpful. If I ever went to Bali and decided to stay around kuta I'd d",8.0,9.1,9.1,9.1,9.1
3989,Mustika R. ,1000000000000,9.1,with my family stay in kutabex.. the room very nice.. also variety for the breakfast.. suggest for valet parking...,10.0,9.1,9.1,9.1,9.1
4000,Anthony L. ,1000000000000,9.1,"Good room, breakfast acceptable but cooked food rather damp and salty",8.0,9.1,9.1,9.1,9.1
4036,Bagus K. ,1000000000000,9.1,not quite comfortable hotel room for the family (children) but has excellent location in front of the Kuta Beach,8.0,9.1,9.1,9.1,9.1
4045,Andrawira A. W. ,1000000000000,9.1,"The hotel location is superb! The pool has very great view, just a few meter to Kuta beach. Recommended!",8.0,9.1,9.1,9.1,9.1
4101,Megawati S. ,1000000000000,9.1,Good place..good location..good view,8.0,9.1,9.1,9.1,9.1
4159,Riksa B. T. ,1000000000000,9.1,"A great place to stay, I will go stay in this hotel again in my next trip.",8.0,9.1,9.1,9.1,9.1
4184,Yuri G. ,1000000000000,9.1,The hotel was great. Very near to Kuta beach. But the air conditioner in our room was bad and not so cold even I set the temperature on 18 degree. However the location is great. Near to the halal food that we could take. Thanks anyway,8.0,9.1,9.1,9.1,9.1
4186,Andy E. F. ,1000000000000,9.1,"Nice place to stay, near from Kuta beach and Beach Walk Mall",10.0,9.1,9.1,9.1,9.1
4323,Rudyanto S. ,1000000000000,9.1,I am Happy stay at this Hotel.,8.0,9.1,9.1,9.1,9.1
4376,Wahyu E. ,1000000000000,9.1,"Strategic location for vacation, best view. ",10.0,9.1,9.1,9.1,9.1
4410,Alfian L. B. ,1000000000000,9.1,Great location and amazing beach view,8.0,9.1,9.1,9.1,9.1
4429,Suhadi B. ,1000000000000,9.1,Nice view and good food but there's no tumbler/glass for brushing teeth and why air conditioner in the lobby is not lit.. Overall is pleasant,8.0,9.1,9.1,9.1,9.1
4464,Silvi A. P. ,1000000000000,9.1,"I'm happy. That's comfortable place, and i'll be back",8.0,9.1,9.1,9.1,9.1
4666,Dwi H. ,1000000000000,9.1,"Stayed one night in the executive room and I think the room provided is not appropriate to draw but still tolerable considering the price of the room thanks, Near the crowd, walking 5 minutes to Beachwalk, to the beach just crossing, nice breakfast with b",8.0,9.1,9.1,9.1,9.1
4681,Adisty R. P. ,1000000000000,9.1,"Very strategic place, close to the beach and beachwalk. The view on the rooftop is very cool. For standard rooms and food, it&#39;s just a long check-out process.",10.0,9.1,9.1,9.1,9.1
4696,Eddy S. ,1000000000000,9.1,The location is really great. The breakfast is better than a 4-star hotel on a rooftop that has a very beautiful morning view on Kuta Beach. The rooms and facilities are standard for a 3 star hotel. Overall very pleasant in a location just opposite the be,8.0,9.1,9.1,9.1,9.1
4708,Silvi S. ,1000000000000,9.1,"Strategic location, to Kuta beach just crossing, along busy roads with traders, the rooms are clean. Only the hotel building is not full, also the parking lot is dark.",8.0,9.1,9.1,9.1,9.1
4855,Eli P. ,1000000000000,9.1,"Good service, but here there are no rooms whose sea view is only the pool with sea view.",10.0,9.1,9.1,9.1,9.1
4901,Derra P. ,1000000000000,9.1,"The location is strategic, the breakfast menu is less varied, the hallway to the rooms is poorly lit.",8.0,9.1,9.1,9.1,9.1
4932,Fanny G. ,1000000000000,9.1,"The hotel model is only 1 floor but gets inside. Corridors are dark, but still okay. Breakfast is okay with Kuta beach view. Saturday night there is a street on the rooftop, so you can enjoy the sunset while listening to the music from the DJ. Room cleanl",8.0,9.1,9.1,9.1,9.1
4942,Hartono H. ,1000000000000,9.1,"My experience staying here is pleasant, affordable prices, friendly employees, smiling and what we need is provided steadily.",10.0,9.1,9.1,9.1,9.1
4964,Irviyanti P. T. ,1000000000000,9.1,"There was an obstacle with the AC in the first room and because it will take a long time for the service, then we are advised to move rooms and upgrade to a deluxe room for free",8.0,9.1,9.1,9.1,9.1
4972,Ricky D. F. ,1000000000000,9.1,The hotel is clean and in front of Kuta Beach exactly so you can go to the beach anytime. The room is nice it&#39;s just that there are no toiletries plus the towels are already dull it might need to be replaced. Breakfast on the top floor of the view is ,8.0,9.1,9.1,9.1,9.1
5046,Hiltuanti K. W. ,1000000000000,9.1,Clean and strategic. A welcome drink while sunset makes this place memorable. There was a little spotting on the bed but the rest thumbs ups,8.0,9.1,9.1,9.1,9.1
5061,Monica A. ,1000000000000,9.1,"The location is very strategic, crowded, right opposite the beach kuta. The food is also delicious but for Muslims to be careful choosing yes. His service is also friendly. Can not wait to come back here.",8.0,9.1,9.1,9.1,9.1
5073,Surya F. N. K. ,1000000000000,9.1,"The hotel is strategic, cleanliness is okay, in the front there is a bar with live music but it doesn&#39;t disturb the rooms. Nice sunset view. Fair price.",8.0,9.1,9.1,9.1,9.1
5086,Muhammad A. F. ,1000000000000,9.1,"Service is satisfying, everywhere is close, breakfast is good and varied, if you go to Bali, you want to stay here again.",10.0,9.1,9.1,9.1,9.1
41,Meryana M. ,1000000000000,9.6,"Villa impressed comfortable, clean, food is enak..ya but unfortunately its location is rather far dalam..so okay lah ...",10.0,9.6,9.6,9.6,9.6
119,Ricky L. ,1000000000000,9.6,"The place is strategic, you can explore the Seminyak highlighted area from the center. I got upgraded to Junior Suite because of some technical problem and the compensation was worth it. Too bad the breakfast taste was so-so but it was still great.",10.0,9.6,9.6,9.6,9.6
372,Yazirah T. ,1000000000000,9.6,The staff are so warm and helpful.,10.0,9.6,9.6,9.6,9.6
1123,Sylvia S. ,1000000000000,9.6,"Friendly clerk, clean room and bathroom. AC cold. I booked 2 nights deluxe room, upgraded to a suite room, strategic location, bad breakfast, I will come back. Thank you, Ayola Bali Jimbaran.",10.0,9.6,9.6,9.6,9.6
1447,Ficky D. N. ,1000000000000,9.6,"Can upgrade room to junior suite without charge because room again full book. very happy. really clean rooms, cool ac, friendly employees and complete facilities. near Kuta and airport. just aja food that is less fit on the tongue, it&#39;s just that I th",10.0,9.6,9.6,9.6,9.6
2063,Anrhonius A. ,1000000000000,9.6,A nice hotel for a family holiday with connecting room brings warmth for us.,10.0,9.6,9.6,9.6,9.6
2419,Calysta D. R. ,1000000000000,9.6,"The hotel is clean. Because I ordered family suites for 4 people. Very spacious room. The service is also good. And most importantly. The location of this hotel is very close to the attraction of rich legian, Kuta beach, just the way to go. So this hotel ",10.0,9.6,9.6,9.6,9.6
3465,Yolanda S. B. ,1000000000000,9.6,"I had a pleasant stay at Paragon. The room is clean and tidy. The location is near to the center of seminyak. You can reach many interesting places around the hotel within 15-20 minutes. At night, you can hear the sound of the wave to your room. The staff",10.0,9.6,9.6,9.6,9.6
3737,B Y. P. S. ,1000000000000,9.6,"Aahah, our room was upgraded to a suite room. We check-in at 10pm because we come directly to tours and always move around the hotel. We were so happy it was great, the room was big. Food is normal but overall we are happy. Good service. Check-in is immed",10.0,9.6,9.6,9.6,9.6
4204,Noor S. ,1000000000000,9.6,"Good location and strategic, nice view",10.0,9.6,9.6,9.6,9.6
4217,Zayana S. Y. ,1000000000000,9.6,"The hotel was great, everything was great. The only thing they have to improve is that early morning tourists want to relax but other people disturb them, those who wake up early talk a lot and disturb others, as we can hear the steps outside even how the",10.0,9.6,9.6,9.6,9.6
4228,Indry Y. ,1000000000000,9.6,"Nice hotel, very clean and very aesthetic",10.0,9.6,9.6,9.6,9.6
4433,Siti A. ,1000000000000,9.6,"Over all quite safisfying, bit disappointed our room adjacent to office where cleaning services pool is and next to quite noisy neighbor but wothed aside just steps away from to the kuta beach dan got wonderful surprised b'day cake from beautiful front de",10.0,9.6,9.6,9.6,9.6
4603,Dio P. D. R. ,1000000000000,9.6,"The hotel is exactly in front of Kuta Beach, the room is comfortable but the notes for the bathroom door cannot be closed tightly, the breakfast menu is less varied and sometimes tasteless.",10.0,9.6,9.6,9.6,9.6
727,Siti A. ,1000000000000,5.1,"Very uncomfortable, because given the rooms are very far from the lift.",6.0,5.1,5.1,5.1,5.1
1624,Reza M. Z. ,1000000000000,5.1,"The sink was broken, liquid soap was not available, hot water was not hot, always ran out of food even though breakfast was 8 o&#39;clock, the lift was often broken. The worst horizon I&#39;ve ever been.",4.0,5.1,5.1,5.1,5.1
1784,Suharni S. ,1000000000000,5.1,"Very disappointing and traumatized. This is due to a very narrow parking so we had to unload in the street that was very crowded and cramped. None of the officers who helped, so we hit the door of the cab passing cars and we also have to pay compensation ",6.0,5.1,5.1,5.1,5.1
1991,Lia R. ,1000000000000,5.1,"at night when I want to sleep, cleaning service even polished the floor and it was very noisy at all. I already told her but it was ignored, and they continued polishing the floor",4.0,5.1,5.1,5.1,5.1
3295,Susy H. ,1000000000000,5.1,"The room area did not match the one listed, the sprey sticky, the pillows on the plastic coating were overall disappointing",4.0,5.1,5.1,5.1,5.1
3657,Nyoman R. T. ,1000000000000,5.1,"The food is not tasty, the menu is boring, the service is slow, the work is lacking, there is something lacking in the room, the price of food is expensive, fried rice / fried noodles Rp. 70,000 / portion not yet taxed. And that's not good enough. Anyway,",6.0,5.1,5.1,5.1,5.1
4076,Can J. ,1000000000000,5.1,"Worst hotel I ever stayed in Bali. Dirty towel, noisy room. Front officers and manager on duty are not professional. This hotel ruined our holiday mood. You can find much cheaper hotel with better services and won't ruin your hotel.",4.0,5.1,5.1,5.1,5.1
4202,Daniel S. W. ,1000000000000,5.1,"Bad location heavy traffic, not polite service ask for additional charges even just late for check-out only for 1 hour even in low season",6.0,5.1,5.1,5.1,5.1
4686,Aditya P. ,1000000000000,5.1,"The hotel is dark, bathrooms have lots of cockroaches, hot water is dead.",4.0,5.1,5.1,5.1,5.1
4853,Andreas N. ,1000000000000,5.1,"The hotel looks old, the water heater doesn&#39;t work, the water from the AC keeps dripping, the pillowcases are yellowish.",4.0,5.1,5.1,5.1,5.1
1519,Diaz Y. N. ,1000000000000,5.6,The hotel is not well maintained for the exterior and service is lacking for me. Incidentally I can promo breakfast and dinner but at dinner made back and forth up 7 floors.,8.0,5.6,5.6,5.6,5.6
2049,Sugiman S. ,1000000000000,5.6,"The AC is not working well. complain few time, bad respond. ",8.0,5.6,5.6,5.6,5.6
2051,Lionaldi V. ,1000000000000,5.6,AC super hot.. I was booked 40 rooms for all my guests and they all disappointed with AC condition..,8.0,5.6,5.6,5.6,5.6
2551,Sheilla A. ,1000000000000,5.6,AC room is not cold..I have complained many times..but the hotel said that it is central air conditioner and it takes time to cool down .. for hours I waited in the room like a sauna..the experience is annoying ..,8.0,5.6,5.6,5.6,5.6
3022,Meilinda R. W. ,1000000000000,5.6,"Less fast check-in, there are still many processes.",8.0,5.6,5.6,5.6,5.6
3130,Septaria S. ,1000000000000,5.6,"At first i love all of the hotel could even say more than an expectation, but it was really disappointing when the time of check-out, I contacted receptionis at 7 am to ask whether there is available shuttle bus to the airport and they're charging for 100",8.0,5.6,5.6,5.6,5.6
3333,Jefry S. ,1000000000000,5.6,Ga go again if we go to Bali stay dsni ..,8.0,5.6,5.6,5.6,5.6
4733,I G. P. H. S. ,1000000000000,5.6,"When I want to ask for a parking space, the security guard says the hotel has been fully booked. I was asked to show hotel booking proof when the road was jammed badly. It&#39;s an unforgettable experience, so sad. Pay expensive but can be treated like th",8.0,5.6,5.6,5.6,5.6
102,Musa B. H. ,1000000000000,6.1,The room is old and a bit smelly,8.0,6.1,6.1,6.1,6.1
358,I W. S. ,1000000000000,6.1,Not a good hotel especially for location and it's services to local guest,8.0,6.1,6.1,6.1,6.1
